"point_id","time","lon","lat","ele","X","Y"
244,"2023/09/26 11:19:13+00",7.27986294776201,51.4403718430549,99.8,810390.64,6699563.21
245,"2023/09/26 11:19:16+00",7.27987862192094,51.4404078014195,100,810392.38,6699569.63
246,"2023/09/26 11:19:21+00",7.27993662469089,51.4404604397714,100.4,810398.84,6699579.03
247,"2023/09/26 11:19:25+00",7.27996503934264,51.4405117370188,100.8,810402,6699588.19
248,"2023/09/26 11:19:28+00",7.27995598688722,51.4405555743724,101,810400.99,6699596.02
249,"2023/09/26 11:19:35+00",7.27990301325917,51.4406402315944,101.8,810395.1,6699611.14
250,"2023/09/26 11:19:36+00",7.27989002130926,51.4406520500779,102,810393.65,6699613.25
251,"2023/09/26 11:19:43+00",7.2798272408545,51.4407493639737,102.8,810386.66,6699630.63
252,"2023/09/26 11:19:45+00",7.27980561554432,51.4407732523978,103,810384.25,6699634.89
253,"2023/09/26 11:19:50+00",7.2797839064151,51.4408269803971,104,810381.84,6699644.49
254,"2023/09/26 11:19:51+00",7.27979086339474,51.4408417325467,104,810382.61,6699647.12
255,"2023/09/26 11:19:56+00",7.27984777651727,51.4409031718969,104.2,810388.95,6699658.1
256,"2023/09/26 11:20:00+00",7.27992338128388,51.4409398008138,103.8,810397.36,6699664.64
257,"2023/09/26 11:20:03+00",7.27993134409189,51.440972071141,103.8,810398.25,6699670.4
258,"2023/09/26 11:20:05+00",7.27991575375199,51.4409995637834,104,810396.51,6699675.31
259,"2023/09/26 11:20:12+00",7.27987292222679,51.4410946145654,105,810391.75,6699692.29
260,"2023/09/26 11:20:13+00",7.27986923418939,51.4411103725433,105.2,810391.34,6699695.1
261,"2023/09/26 11:20:21+00",7.27984073571861,51.4412315748632,106,810388.16,6699716.75
262,"2023/09/26 11:20:22+00",7.27983579039574,51.4412471652031,106,810387.61,6699719.53
263,"2023/09/26 11:20:28+00",7.27979689836502,51.4413301460445,106.6,810383.28,6699734.35
264,"2023/09/26 11:20:34+00",7.27979983203113,51.4414243586361,107.2,810383.61,6699751.18
265,"2023/09/26 11:20:40+00",7.27978407405317,51.4414729736745,107.8,810381.86,6699759.86
266,"2023/09/26 11:20:45+00",7.27980192750692,51.4415292162448,108,810383.84,6699769.9
267,"2023/09/26 11:20:46+00",7.27981424890459,51.441543046385,108.2,810385.22,6699772.37
268,"2023/09/26 11:20:51+00",7.27986420504749,51.4416145440191,108.8,810390.78,6699785.14
269,"2023/09/26 11:20:53+00",7.27986143901944,51.4416478201747,109.4,810390.47,6699791.09
270,"2023/09/26 11:20:55+00",7.27985397912562,51.4416820183396,109.4,810389.64,6699797.19
271,"2023/09/26 11:20:56+00",7.27984576486051,51.4416984468699,109.6,810388.72,6699800.13
272,"2023/09/26 11:21:04+00",7.27977904491127,51.4418028853834,110,810381.3,6699818.78
273,"2023/09/26 11:21:11+00",7.27967150509357,51.4418894704431,110.4,810369.33,6699834.24
274,"2023/09/26 11:21:16+00",7.27960621006787,51.4419502392411,111,810362.06,6699845.1
275,"2023/09/26 11:21:18+00",7.27957947179675,51.4419749658555,111,810359.08,6699849.51
276,"2023/09/26 11:21:22+00",7.27952339686453,51.4420350641012,111.6,810352.84,6699860.25
277,"2023/09/26 11:21:25+00",7.27949330583215,51.4420669153333,112,810349.49,6699865.93
278,"2023/09/26 11:21:27+00",7.279471764341,51.4420870319009,112.6,810347.09,6699869.53
279,"2023/09/26 11:21:31+00",7.27942650206387,51.4421271812171,113.4,810342.05,6699876.7
280,"2023/09/26 11:21:33+00",7.27939238771796,51.442148052156,113.6,810338.25,6699880.42
281,"2023/09/26 11:21:39+00",7.27930454537272,51.4422239083797,114.2,810328.48,6699893.97
282,"2023/09/26 11:21:43+00",7.27927789092064,51.4422641415149,114.6,810325.51,6699901.16
283,"2023/09/26 11:21:45+00",7.27925861254334,51.4422761276364,114.8,810323.36,6699903.3
284,"2023/09/26 11:21:52+00",7.27916263975203,51.4423461165279,115.6,810312.68,6699915.8
285,"2023/09/26 11:21:53+00",7.27914864197373,51.442359527573,115.6,810311.12,6699918.19
286,"2023/09/26 11:21:59+00",7.2790848556906,51.4424353837967,116.4,810304.02,6699931.74
287,"2023/09/26 11:22:04+00",7.27904059924185,51.4424915425479,116.8,810299.09,6699941.77
288,"2023/09/26 11:22:06+00",7.279022494331,51.4425191190094,117,810297.08,6699946.7
289,"2023/09/26 11:22:13+00",7.27894018404186,51.4425884373486,117.6,810287.91,6699959.08
290,"2023/09/26 11:22:15+00",7.27890975773335,51.4426072128117,117.8,810284.53,6699962.43
291,"2023/09/26 11:22:18+00",7.27887505665421,51.442631855607,118.2,810280.66,6699966.83
292,"2023/09/26 11:22:20+00",7.27885762229562,51.4426508825272,119,810278.72,6699970.23
293,"2023/09/26 11:22:24+00",7.27880833670497,51.4427020959556,120,810273.24,6699979.37
294,"2023/09/26 11:22:25+00",7.27879861369729,51.4427116513252,120.2,810272.16,6699981.08
295,"2023/09/26 11:22:31+00",7.27873055264354,51.4427689835429,121,810264.58,6699991.32
296,"2023/09/26 11:22:32+00",7.27871756069362,51.4427846577018,121.2,810263.13,6699994.12
297,"2023/09/26 11:22:37+00",7.27865737862885,51.4428518805653,122.2,810256.43,6700006.13
298,"2023/09/26 11:22:41+00",7.27861488237977,51.4428948797286,122.8,810251.7,6700013.81
299,"2023/09/26 11:22:44+00",7.27858604863286,51.4429213665426,123.2,810248.49,6700018.54
300,"2023/09/26 11:22:49+00",7.27853014133871,51.4429704844952,124.4,810242.27,6700027.31
301,"2023/09/26 11:22:55+00",7.27842737920582,51.4429958816618,125.4,810230.83,6700031.84
302,"2023/09/26 11:22:56+00",7.27841841056943,51.4430023357272,125.6,810229.83,6700033
303,"2023/09/26 11:23:01+00",7.27837583050132,51.4430460892618,126.8,810225.09,6700040.81
304,"2023/09/26 11:23:02+00",7.27836359292269,51.443054554984,127,810223.73,6700042.32
305,"2023/09/26 11:23:06+00",7.27830852381885,51.4430833887309,127.8,810217.6,6700047.47
306,"2023/09/26 11:23:09+00",7.27823602035642,51.4431114681065,128.6,810209.53,6700052.49
307,"2023/09/26 11:23:11+00",7.27819293737411,51.443120772019,129,810204.73,6700054.15
308,"2023/09/26 11:23:15+00",7.27811909280717,51.4431320037693,129.8,810196.51,6700056.16
309,"2023/09/26 11:23:17+00",7.27809294126928,51.4431345183402,130,810193.6,6700056.6
310,"2023/09/26 11:23:21+00",7.27802881971002,51.443144576624,131.2,810186.46,6700058.4
311,"2023/09/26 11:23:23+00",7.27799378335476,51.4431501086801,131.6,810182.56,6700059.39
312,"2023/09/26 11:23:27+00",7.27792496792972,51.4431738294661,132.6,810174.9,6700063.63
313,"2023/09/26 11:23:29+00",7.27791616693139,51.4431838039309,133,810173.92,6700065.41
314,"2023/09/26 11:23:33+00",7.27789755910635,51.4432019926608,133.6,810171.85,6700068.66
315,"2023/09/26 11:23:35+00",7.2778863273561,51.4432212710381,134,810170.6,6700072.1
316,"2023/09/26 11:23:37+00",7.27787819691002,51.4432330057025,134.4,810169.69,6700074.19
317,"2023/09/26 11:23:39+00",7.2778691444546,51.4432524517179,134.6,810168.69,6700077.67
318,"2023/09/26 11:23:42+00",7.27784911170602,51.4432805310935,135.2,810166.46,6700082.68
319,"2023/09/26 11:23:44+00",7.27784307673573,51.4432910922915,135.6,810165.79,6700084.57
320,"2023/09/26 11:23:49+00",7.27783016860485,51.4433244522661,136.6,810164.35,6700090.53
321,"2023/09/26 11:23:50+00",7.27782723493874,51.4433318283409,136.8,810164.02,6700091.84
322,"2023/09/26 11:23:54+00",7.27780250832438,51.4433759171516,137.8,810161.27,6700099.72
323,"2023/09/26 11:23:57+00",7.27778633125126,51.4434072654694,138.6,810159.47,6700105.32
324,"2023/09/26 11:23:58+00",7.27778373286128,51.4434143900871,138.8,810159.18,6700106.59
325,"2023/09/26 11:24:03+00",7.27775271981955,51.4434542879462,140,810155.73,6700113.72
326,"2023/09/26 11:24:04+00",7.27775246836245,51.443459065631,140.4,810155.7,6700114.57
327,"2023/09/26 11:24:08+00",7.27774400264025,51.4434887375683,141,810154.76,6700119.87
328,"2023/09/26 11:24:12+00",7.27775045670569,51.4435346703976,142.4,810155.47,6700128.07
329,"2023/09/26 11:24:13+00",7.27775213308632,51.4435474947095,142.6,810155.66,6700130.36
330,"2023/09/26 11:24:16+00",7.27776864543557,51.4435747358948,143.4,810157.5,6700135.23
331,"2023/09/26 11:24:19+00",7.27778557687998,51.4435972832143,144.2,810159.38,6700139.25
332,"2023/09/26 11:24:22+00",7.27780292741954,51.4436292182654,144.6,810161.32,6700144.96
333,"2023/09/26 11:24:25+00",7.27782128378749,51.4436649251729,145.8,810163.36,6700151.34
334,"2023/09/26 11:24:27+00",7.27782614529133,51.4436880592257,146.4,810163.9,6700155.47
335,"2023/09/26 11:24:29+00",7.27782731875777,51.4437119476497,146.8,810164.03,6700159.73
336,"2023/09/26 11:24:35+00",7.27783318608999,51.4437887258828,148,810164.68,6700173.45
337,"2023/09/26 11:24:36+00",7.27783142589033,51.4437997061759,148.2,810164.49,6700175.41
338,"2023/09/26 11:24:43+00",7.27780141867697,51.4438826031983,148.6,810161.15,6700190.21
339,"2023/09/26 11:24:49+00",7.27771659381688,51.4439432881773,148.6,810151.71,6700201.05
340,"2023/09/26 11:24:55+00",7.27762531489134,51.4439765643328,148.4,810141.54,6700207
341,"2023/09/26 11:25:00+00",7.2775562480092,51.4440122712404,148,810133.86,6700213.37
342,"2023/09/26 11:25:03+00",7.27751132100821,51.4440417755395,147.6,810128.85,6700218.64
343,"2023/09/26 11:25:07+00",7.2774648014456,51.4440729562193,147,810123.68,6700224.21
344,"2023/09/26 11:25:08+00",7.27745063602924,51.4440791588277,147,810122.1,6700225.32
345,"2023/09/26 11:25:10+00",7.27742029353976,51.444090558216,146.2,810118.72,6700227.35
346,"2023/09/26 11:25:14+00",7.27735072374344,51.4441110938787,145.8,810110.98,6700231.02
347,"2023/09/26 11:25:16+00",7.27730722166598,51.4441282767802,145.4,810106.13,6700234.09
348,"2023/09/26 11:25:17+00",7.27728928439319,51.4441341441125,145.2,810104.14,6700235.14
349,"2023/09/26 11:25:20+00",7.27724175900221,51.4441542606801,144.4,810098.85,6700238.73
350,"2023/09/26 11:25:25+00",7.27713120169938,51.4441881235689,143.8,810086.54,6700244.78
351,"2023/09/26 11:25:27+00",7.2770887054503,51.4441952481866,143.4,810081.81,6700246.05
352,"2023/09/26 11:25:29+00",7.27705006487668,51.4441967569292,142.8,810077.51,6700246.32
353,"2023/09/26 11:25:32+00",7.27699918672442,51.4441916439682,142.8,810071.84,6700245.41
354,"2023/09/26 11:25:35+00",7.27694143541157,51.4441839326173,142.4,810065.42,6700244.03
355,"2023/09/26 11:25:37+00",7.27689743041992,51.4441815856844,142,810060.52,6700243.61
356,"2023/09/26 11:25:39+00",7.27686080150306,51.4441795740277,141.8,810056.44,6700243.25
357,"2023/09/26 11:25:42+00",7.27680925279856,51.444177730009,141.2,810050.7,6700242.92
358,"2023/09/26 11:25:47+00",7.27672291919589,51.4441729523242,141,810041.09,6700242.07
359,"2023/09/26 11:25:51+00",7.2766497451812,51.4441758859903,140.8,810032.94,6700242.59
360,"2023/09/26 11:25:53+00",7.27659836411476,51.4441740419716,140.4,810027.22,6700242.27
361,"2023/09/26 11:25:54+00",7.27657472714782,51.4441715274006,140.2,810024.59,6700241.82
362,"2023/09/26 11:26:01+00",7.27640851400793,51.4441506564617,139.4,810006.09,6700238.09
363,"2023/09/26 11:26:04+00",7.27635864168406,51.444132970646,138.8,810000.54,6700234.93
364,"2023/09/26 11:26:07+00",7.27630541659892,51.444111680612,138.8,809994.61,6700231.13
365,"2023/09/26 11:26:15+00",7.27616049349308,51.4440716989338,138.6,809978.48,6700223.99
366,"2023/09/26 11:26:21+00",7.27604071609676,51.4440768957138,137.8,809965.15,6700224.91
367,"2023/09/26 11:26:27+00",7.27590425871313,51.4440914802253,136.8,809949.96,6700227.52
368,"2023/09/26 11:26:29+00",7.27587316185236,51.444098521024,136.4,809946.5,6700228.78
369,"2023/09/26 11:26:30+00",7.27585832588375,51.4441066514701,136.2,809944.84,6700230.23
370,"2023/09/26 11:26:33+00",7.27582404389977,51.4441338926554,135.6,809941.03,6700235.09
371,"2023/09/26 11:26:37+00",7.27578163146973,51.4441794063896,135,809936.31,6700243.22
372,"2023/09/26 11:26:40+00",7.27574517019093,51.4442184660584,134.6,809932.25,6700250.2
373,"2023/09/26 11:26:41+00",7.27573343552649,51.4442288596183,134.4,809930.94,6700252.06
374,"2023/09/26 11:26:44+00",7.27568222209811,51.4442580286413,133.8,809925.24,6700257.27
375,"2023/09/26 11:26:46+00",7.27564366534352,51.4442708529532,133.8,809920.95,6700259.56
376,"2023/09/26 11:26:51+00",7.27553168311715,51.4442946575582,133.6,809908.48,6700263.81
377,"2023/09/26 11:26:53+00",7.27550343610346,51.4443090744317,133.4,809905.34,6700266.38
378,"2023/09/26 11:26:59+00",7.27540704421699,51.4443780574948,133,809894.61,6700278.7
379,"2023/09/26 11:27:07+00",7.27531945332885,51.4444522373378,132.2,809884.86,6700291.95
380,"2023/09/26 11:27:15+00",7.27516950108111,51.4445260819048,131.2,809868.16,6700305.14
381,"2023/09/26 11:27:16+00",7.27514846250415,51.4445337932557,131.2,809865.82,6700306.52
382,"2023/09/26 11:27:24+00",7.27500504814088,51.4445943944156,130.4,809849.86,6700317.34
383,"2023/09/26 11:27:27+00",7.27495425380766,51.4446173608303,130.2,809844.2,6700321.44
384,"2023/09/26 11:27:34+00",7.27481855079532,51.4446501340717,129.6,809829.1,6700327.3
385,"2023/09/26 11:27:40+00",7.27471201680601,51.444682655856,129.4,809817.24,6700333.11
386,"2023/09/26 11:27:44+00",7.27464194409549,51.4447110705078,129,809809.44,6700338.18
387,"2023/09/26 11:27:48+00",7.27455762214959,51.4447369705886,128.6,809800.05,6700342.81
388,"2023/09/26 11:27:54+00",7.27444346062839,51.4447898603976,128.6,809787.34,6700352.25
389,"2023/09/26 11:27:57+00",7.27438663132489,51.4448171854019,128.6,809781.02,6700357.13
390,"2023/09/26 11:28:01+00",7.27431094273925,51.4448435883969,128.4,809772.59,6700361.85
391,"2023/09/26 11:28:04+00",7.27424439042807,51.4448769483715,128.2,809765.18,6700367.81
392,"2023/09/26 11:28:10+00",7.27413919754326,51.4449353702366,128,809753.47,6700378.24
393,"2023/09/26 11:28:13+00",7.27408588863909,51.4449569117278,127.8,809747.54,6700382.09
394,"2023/09/26 11:28:20+00",7.27394750341773,51.4450092986226,127,809732.13,6700391.45
395,"2023/09/26 11:28:22+00",7.27391397580504,51.4450203627348,126.8,809728.4,6700393.42
396,"2023/09/26 11:28:28+00",7.27380040101707,51.4450709056109,126.6,809715.76,6700402.45
397,"2023/09/26 11:28:35+00",7.27367517538369,51.4451076183468,126.6,809701.82,6700409.01
398,"2023/09/26 11:28:44+00",7.27349923923612,51.4451139047742,126.4,809682.23,6700410.13
399,"2023/09/26 11:28:50+00",7.27339438162744,51.4451316744089,126.2,809670.56,6700413.3
400,"2023/09/26 11:28:56+00",7.27324409410357,51.4451364520937,126.2,809653.83,6700414.16
401,"2023/09/26 11:29:02+00",7.27310847491026,51.4451328478754,125.8,809638.73,6700413.51
402,"2023/09/26 11:29:03+00",7.273083999753,51.4451313391328,125.8,809636.01,6700413.24
403,"2023/09/26 11:29:11+00",7.27290940470994,51.4451229572296,125.6,809616.57,6700411.75
404,"2023/09/26 11:29:18+00",7.27275660261512,51.4451414812356,125.2,809599.56,6700415.06
405,"2023/09/26 11:29:25+00",7.27261385880411,51.4451466780156,124.8,809583.67,6700415.98
406,"2023/09/26 11:29:31+00",7.27248821407557,51.4451332669705,124.2,809569.68,6700413.59
407,"2023/09/26 11:29:37+00",7.27234438061714,51.4451343566179,123.6,809553.67,6700413.78
408,"2023/09/26 11:29:38+00",7.27232434786856,51.4451328478754,123.6,809551.44,6700413.51
409,"2023/09/26 11:29:44+00",7.27219761349261,51.4451514557004,123.2,809537.34,6700416.84
410,"2023/09/26 11:29:46+00",7.27215042337775,51.4451603405178,122.6,809532.08,6700418.42
411,"2023/09/26 11:29:50+00",7.27206844836473,51.4451725780964,122.4,809522.96,6700420.61
412,"2023/09/26 11:29:54+00",7.27199133485556,51.4451804570854,122.2,809514.37,6700422.02
413,"2023/09/26 11:29:58+00",7.2719164006412,51.4452178403735,122,809506.03,6700428.69
414,"2023/09/26 11:30:04+00",7.27181506343186,51.4452883321792,121.6,809494.75,6700441.28
415,"2023/09/26 11:30:07+00",7.27176426909864,51.4453124720603,121.6,809489.1,6700445.6
416,"2023/09/26 11:30:10+00",7.27171992883086,51.4453330915421,121.6,809484.16,6700449.28
417,"2023/09/26 11:30:18+00",7.27158766239882,51.4454112108797,121.4,809469.44,6700463.23
418,"2023/09/26 11:30:24+00",7.27145330049098,51.4454503543675,121.8,809454.48,6700470.22
419,"2023/09/26 11:30:31+00",7.27129781618714,51.4454831276089,122.4,809437.17,6700476.08
420,"2023/09/26 11:30:33+00",7.27124752476811,51.4454915095121,122.4,809431.57,6700477.57
421,"2023/09/26 11:30:38+00",7.27115582674742,51.4455136377364,122.6,809421.36,6700481.53
422,"2023/09/26 11:30:44+00",7.27103529497981,51.445544064045,123.2,809407.95,6700486.96
423,"2023/09/26 11:30:46+00",7.2709824051708,51.4455522783101,123.4,809402.06,6700488.43
424,"2023/09/26 11:30:48+00",7.27095021866262,51.445562755689,123.4,809398.48,6700490.3
425,"2023/09/26 11:30:52+00",7.27086815983057,51.4455857221037,123.2,809389.34,6700494.4
426,"2023/09/26 11:30:58+00",7.27075282484293,51.4456309843808,123.2,809376.5,6700502.48
427,"2023/09/26 11:31:05+00",7.27062751539052,51.4456913340837,123.2,809362.55,6700513.26
428,"2023/09/26 11:31:12+00",7.27052693255246,51.4457276277244,122.8,809351.36,6700519.75
429,"2023/09/26 11:31:19+00",7.27040505968034,51.4457790926099,122,809337.79,6700528.94
430,"2023/09/26 11:31:23+00",7.27034546434879,51.4458165597171,122.2,809331.15,6700535.63
431,"2023/09/26 11:31:26+00",7.27029559202492,51.4458384364843,122,809325.6,6700539.54
432,"2023/09/26 11:31:29+00",7.27024219930172,51.44586651586,121.8,809319.66,6700544.55
433,"2023/09/26 11:31:32+00",7.27019433863461,51.4458970259875,121.6,809314.33,6700550
434,"2023/09/26 11:31:33+00",7.27017916738987,51.4459101017565,121.6,809312.64,6700552.34
435,"2023/09/26 11:31:40+00",7.27007657289505,51.4459981117398,120.8,809301.22,6700568.06
436,"2023/09/26 11:31:41+00",7.2700637485832,51.4460101816803,120.6,809299.79,6700570.21
437,"2023/09/26 11:31:48+00",7.26997867226601,51.4460838586092,120,809290.32,6700583.37
438,"2023/09/26 11:31:54+00",7.26989166811109,51.4461439568549,120.4,809280.64,6700594.11
439,"2023/09/26 11:32:03+00",7.26978010497987,51.4462576154619,121.6,809268.22,6700614.41
440,"2023/09/26 11:32:04+00",7.26977499201894,51.4462715294212,121.8,809267.65,6700616.89
441,"2023/09/26 11:32:09+00",7.26977138780057,51.4463323820382,123,809267.25,6700627.76
442,"2023/09/26 11:32:10+00",7.26977096870542,51.446350235492,123.2,809267.2,6700630.95
443,"2023/09/26 11:32:13+00",7.26976736448705,51.4463988505304,123.6,809266.8,6700639.63
444,"2023/09/26 11:32:16+00",7.2697561327368,51.4464515727013,124,809265.55,6700649.05
445,"2023/09/26 11:32:18+00",7.26976040750742,51.4464810770005,124.2,809266.03,6700654.32
446,"2023/09/26 11:32:23+00",7.26976803503931,51.4465491380543,124.4,809266.88,6700666.48
447,"2023/09/26 11:32:24+00",7.26976518519223,51.4465679973364,124.4,809266.56,6700669.85
448,"2023/09/26 11:32:27+00",7.26973056793213,51.4466135948896,124.6,809262.71,6700677.99
449,"2023/09/26 11:32:30+00",7.26966544054449,51.4466501399875,125,809255.46,6700684.52
450,"2023/09/26 11:32:31+00",7.26964289322495,51.4466573484242,125,809252.95,6700685.8
451,"2023/09/26 11:32:36+00",7.26953987963498,51.4466969110072,125.8,809241.48,6700692.87
452,"2023/09/26 11:32:41+00",7.26945798844099,51.4467480406165,126,809232.36,6700702
453,"2023/09/26 11:32:42+00",7.26944139227271,51.4467587694526,126,809230.51,6700703.92
454,"2023/09/26 11:32:46+00",7.26935673505068,51.4467900339514,127,809221.09,6700709.5
455,"2023/09/26 11:32:47+00",7.26933175697923,51.4467990864068,127.2,809218.31,6700711.12
456,"2023/09/26 11:32:55+00",7.26919412612915,51.4468827378005,128.4,809202.99,6700726.06
457,"2023/09/26 11:33:03+00",7.26909195072949,51.4469827339053,129.6,809191.61,6700743.92
458,"2023/09/26 11:33:04+00",7.26908373646438,51.4469913672656,129.8,809190.7,6700745.47
459,"2023/09/26 11:33:10+00",7.2690134961158,51.4470575843006,130.6,809182.88,6700757.29
460,"2023/09/26 11:33:15+00",7.26893085055053,51.4471085462719,131.8,809173.68,6700766.4
461,"2023/09/26 11:33:16+00",7.26891207508743,51.447119275108,132,809171.59,6700768.31
462,"2023/09/26 11:33:20+00",7.26884149946272,51.4471449237317,132.8,809163.73,6700772.89
463,"2023/09/26 11:33:22+00",7.26880436763167,51.4471507910639,133.4,809159.6,6700773.94
464,"2023/09/26 11:33:25+00",7.26874980144203,51.4471564907581,134,809153.53,6700774.96
465,"2023/09/26 11:33:28+00",7.26867411285639,51.4471653755754,134.6,809145.1,6700776.55
466,"2023/09/26 11:33:31+00",7.26860680617392,51.4471875037998,135,809137.61,6700780.5
467,"2023/09/26 11:33:32+00",7.26859616115689,51.4472055248916,135.2,809136.42,6700783.72
468,"2023/09/26 11:33:34+00",7.26861401461065,51.4472299162298,135.6,809138.41,6700788.07
469,"2023/09/26 11:33:38+00",7.26872147060931,51.4472682215273,135.8,809150.37,6700794.92
470,"2023/09/26 11:33:43+00",7.2688200417906,51.4472918584943,135.8,809161.35,6700799.14
471,"2023/09/26 11:33:45+00",7.26886857300997,51.4473061077297,135.8,809166.75,6700801.68
472,"2023/09/26 11:33:48+00",7.26893872953951,51.4473231229931,136,809174.56,6700804.72
473,"2023/09/26 11:33:52+00",7.26901651360095,51.4473605062813,136.2,809183.22,6700811.4
474,"2023/09/26 11:33:58+00",7.26915062405169,51.4474167488515,136,809198.15,6700821.45
475,"2023/09/26 11:34:05+00",7.26929068565369,51.4474665373564,136.2,809213.74,6700830.34
476,"2023/09/26 11:34:11+00",7.26942345499992,51.4475133083761,136,809228.52,6700838.69
477,"2023/09/26 11:34:12+00",7.26943544112146,51.4475198462605,136,809229.85,6700839.86
478,"2023/09/26 11:34:14+00",7.26947215385735,51.4475307427347,136,809233.94,6700841.81
479,"2023/09/26 11:34:16+00",7.26951045915484,51.4475446566939,136,809238.2,6700844.29
480,"2023/09/26 11:34:20+00",7.26959595456719,51.4475730713457,136,809247.72,6700849.37
481,"2023/09/26 11:34:28+00",7.26978672668338,51.4476341754198,135.8,809268.96,6700860.28
482,"2023/09/26 11:34:34+00",7.26990935392678,51.4476906694472,135.6,809282.61,6700870.37
483,"2023/09/26 11:34:37+00",7.26997523568571,51.4477110374719,135.6,809289.94,6700874.01
484,"2023/09/26 11:34:39+00",7.27001949213445,51.4477259572595,135.6,809294.87,6700876.67
485,"2023/09/26 11:34:41+00",7.2700655926019,51.4477330818772,135.4,809300,6700877.95
